,JobText
80,"Title: Tool/Hardware Customer Service Associate 
 COMPANY: Lowe's 
 Location ZipCode: 18344 
 Job Description: Job Description:

Responsible for assisting customers with all of their shopping needs including assisting customers in the selection, demonstration, preparation and loading of merchandise. Also responsible for responding to customer inquiries throughout their shopping experience including promoting customer loyalty plans and/or extended protection/replacement plans where appropriate.

Job Requirements

CSA Sales Floor: Requires morning, afternoon and evening availability any day of the week.

Weekend/Holiday Team: Requires morning, afternoon, and evening availability on Friday, Saturday, Sunday, and holidays.

Weekday Team: Requires morning and afternoon availability Monday through Friday during peak day hours.

Physical ability to move large, bulky and/or heavy merchandise. Physical ability to perform tasks that may require prolonged standing, sitting, and other activities necessary to perform job duties.

Minimum Qualifications

6 months experience using a computer, including inputting, accessing, modifying, or outputting information.

6 months experience using a handheld device (e.g., mobile phone, LRT gun, palm pilot, tablet, iPod) to enter, access, and output information.

Preferred Qualifications

Associate's Degree in Business, Retail Management, Specialty related to department (e.g., design, appliances) or related field OR Certification in trade related to department (e.g., kitchen, plumbing, electrical, lawn and garden).

1 year retail experience identifying and selling products based on customer needs, including credit cards, installations, add-on sales, and explaining warranties, product features, and benefits.

1 year retail experience providing customer service, including identifying and resolving customer issues, assisting customers in locating product, greeting customers, answering phones, building relationships with customers, and thanking customers for their business.

1 year retail experience in related department (e.g., kitchen, plumbing, electrical, lawn and garden).

1 year experience working in any department at a Lowe's retail store.

Job ID: 1417201BR

Line of Business: Store

Job Category: Customer Service

Department: 0111 - Tool World

Employment Type I: Regular

Employment Type II: Part-Time

Location #: 1934

Location Name: Mt. Pocono, PA

City: Mt. Pocono

State: PA

EEO Statement:

Loweâs is an equal opportunity employer and administers all personnel practices without regard to race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity or expression, marital status, veteran status, genetics or any other category protected under applicable law.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""0bd98b07b0824fe9b0ec5fb39e44130b1810""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 560578072 
 fedcontractor: 1"
81,"Title: Plumbing Pro 
 COMPANY: Lowe's 
 Location ZipCode: 17078 
 Job Description: Job Description:

Position Description

Serve as the store expert on plumbing-related merchandise by providing customers and employees with comprehensive information on plumbing-related merchandise, and assisting customers in assembling, cutting, selecting, and loading merchandise. Also promotes Lowe s services by explaining features, creating quotes, and selling installations and following up with customers and vendors. Responsible for managing inventory levels and pricing documentation to support sales and ensuring products are stocked and displayed according to standards. The Plumbing Pro also follows up with customers and vendors based on jobs and materials sold to ensure all project requirements are satisfied, and pulls merchandise for internet orders.

Job Requirements

Requires morning, afternoon, and evening availability any day of the week. Physical ability to move large, bulky and/or heavy merchandise. Physical ability to perform tasks that may require prolonged standing, sitting, and other activities necessary to perform job duties.

Minimum Qualifications

1 year experience selling plumbing supplies OR

2 years experience working as a plumber in industry OR

2 years trade or vocational school in the plumbing trade.

Preferred Qualifications

1 year experience working with contractors in a sales role or in the field.

6 months retail sales experience.

Licensure or certification in the plumbing trade.

Licensure or certification as a plumbing inspector.

Job ID: 1417427BR

Line of Business: Store

Job Category: Customer Service

Department: 0041 - Plumbing

Employment Type I: Regular

Employment Type II: Full-Time

Location #: 2584

Location Name: Palmyra, PA

City: Palmyra

State: PA

EEO Statement:

Loweâs is an equal opportunity employer and administers all personnel practices without regard to race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity or expression, marital status, veteran status, genetics or any other category protected under applicable law.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""9deaa043954247fe9dad04bf484f83881810""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 560578072 
 fedcontractor: 1"
82,"Title: Part-time Sales Support Associate - Receiving/Staging Orders 
 COMPANY: Lowe's 
 Location ZipCode: 18235 
 Job Description: Job Description:

Position Summary

The principle purpose of the Sales Support Associate is to assist customers in selection, demonstration, and purchase of product including special orders and installations. The Sales Support Associate will also participate in the safe, accurate and efficient receiving, unloading, dispersion and stocking of inbound freight to prepare the store for daily customer activity.

Minimum Qualifications

- High School Diploma

Preferred Qualifications

- 1 year of experience in retail store freight flow logistics

- Experience in customer service role

- Experience working in a fast paced, dynamic retail environment

Job ID: 1417379BR

Line of Business: Store

Job Category: Receiving/Stocking

Department: 0689 - Product Support

Employment Type I: Regular

Employment Type II: Part-Time

Location #: 2566

Location Name: Lehighton, PA

City: Lehighton

State: PA

EEO Statement:

Loweâs is an equal opportunity employer and administers all personnel practices without regard to race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity or expression, marital status, veteran status, genetics or any other category protected under applicable law.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""13d94d8ad0a2496bade98ad02d013a681810""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 560578072 
 fedcontractor: 1"
83,"Title: Sales Specialist Flooring 
 COMPANY: Lowe's 
 Location ZipCode: 15601 
 Job Description: Job Description:

Position Description

Serves as the store expert in the Flooring department by providing detailed product information to both customers and peers, promoting and recommending products, plans, or installation services that match customer needs, informing customers on pricing, options or status on pending orders. Includes generating leads, conducting sales activities, building relationships with customers, keeping shelves stocked and correctly displayed, and coordinating successful completion of projects and orders. This includes performing order management duties such as entering new orders for customers, reaching out to vendors on special orders, tracking and fulfilling orders, and resolving issues

Job Requirements

Requires morning, afternoon, and evening availability any day of the week. Physical ability to move large, bulky and/or heavy merchandise. Physical ability to perform tasks that may require prolonged standing, sitting, and other activities necessary to perform job duties.

Minimum Qualifications

High school diploma or equivalent.

1 year external experience in customer facing sales OR 6 months Lowe's retail experience.

Preferred Qualifications

1 year experience entering and submitting customer sales orders, including Special Order.

2 years experience identifying and selling products based upon customer needs or plans.

2 years experience in providing customer service including identifying and resolving customer complaints, greeting customers, answering phones, building relationships with customers, and thanking customers for their business.

2 years experience following up on outstanding or incomplete customer orders, sales, or installs.

1 year experience promoting product related services and plans such as installation, delivery, credit financing, or extended protection plans.

2 years experience in a sales environment with required sales goals or metrics.

1 year employment with Lowe's as a Sales Specialist.

2 years experience in a trade directly related to Flooring OR 2 years experience selling flooring.

Job ID: 1417244BR

Line of Business: Store

Job Category: Sales

Department: 0082 - Flooring

Employment Type I: Regular

Employment Type II: Full-Time

Location #: 0180

Location Name: Greensburg, PA

City: Greensburg

State: PA

EEO Statement:

Loweâs is an equal opportunity employer and administers all personnel practices without regard to race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity or expression, marital status, veteran status, genetics or any other category protected under applicable law.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""bc3e1312d8ad4a4da4314547cf9f2fcb1810""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 560578072 
 fedcontractor: 1"
84,"Title: Customer Service Advocate III 
 COMPANY: BlueCross BlueShield of South Carolina 
 Location ZipCode: 29240 
 Job Description: Customer Service Advocate III

Position Summary

- Provides prompt, accurate, thorough and courteous responses to all complex customer inquiries.

- Inquiries are typically non-routine and require deviation from standard screens, scripts and procedures.

- Performs research as needed to resolve inquiries.

Required Education

- High school diploma or equivalent.

Preferred:

- Certificate in medical billing and coding or a college degree.

Required Work Experience

- Two years of customer-service or claims processing experience, OR

- A bachelor's degree in lieu of work experience.

Preferred:

- Four years of customer-service experience in health care/insurance.

- Two years of Medicare customer-service experience or Medicare claims processing experience.

Required Skills and Abilities

- Strong oral and written communications skills.

- Proficient in spelling, punctuation and grammar.

- Strong organizational, analytical and customer-service skills.

- Ability to handle high-stress situations.

- Basic business math proficiency.

- Ability to handle confidential or sensitive information with discretion.

- Ability to learn and operate multiple computer systems effectively and efficiently.

- Microsoft Office skills.

Work City Columbia

Work State SC

EEO Statement

We are an Equal Opportunity/Affirmative Action Employer. We will consider all qualified applicants for employment regardless of age, race, color, national origin, sex, religion, veteran status, disability, weight, sexual orientation, gender identity, genetic information or any other legally protected status.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""63ba74ce69864d7c822761d5cee6e0c51812""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein:  
 fedcontractor: 0"
85,"Title: Sales Manager 
 COMPANY: Aaron's Inc 
 Location ZipCode: 29540 
 Job Description: Join a powerful company with empowered associates!


Begin your success story here!



Looking for a career that combines your brilliant people skills with your enthusiasm about customer service? Aaronâs is the nationâs premier sales and lease ownership retailer. As a Sales Manager, you will leverage your passion for sales and customer service to support our customers desire to own their product. Your professionalism, organization skills, desire to sell and motivated attitude will drive your career growth.





Join us today and help success stories unfold tomorrow â our customersâ and your own. Learn more at #LifeAtAarons



What role will YOU play



- The Acquisition and Maintenance of Customers

- Generate new business by developing and implementing community marketing strategies

- Assist store manager with product ordering, including planning for future sales, events & stock balancing

- Manage the overall sales functions of the storeâinside & outside sales

- Assist in product staging, and warehouse maintenance

- Assist with merchandise returns and customer deliveries as directed by the General Manager

- Safely operates company vehicle



What we offer YOU



- A dynamic career-path with internal promotional opportunities

- A world class progressive development program

- Sundays off!

- Paid time off including vacation days, sick days and holidays

- Incentive pay opportunities

- Associate purchase discounts

- Medical, dental & vision insurance

- 401(K) with company match

- Life insurance and disability benefits



What do we need from YOU



- Two years of college or two years of previous management experience preferred

- At least 21 years old with a valid driverâs license and satisfactory MVR: a satisfactory MVR (driving record), a valid Driverâs License, D.O.T. physical/certification in states that require it.

- Schedule flexibility between 8A â 9P, including Saturdays

- Ability to lift up to 50 lbs. without help and up to 300 lbs. with the assistance of a dolly

Click here at https://talentcentral.cebglobal.com/player/link/9ca6204fb61e41dba074613b129aa072
for a Realistic Job Preview !





Aaronâs is an Equal Opportunity Employer.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""3e073647794248cf897b2ba18f1fe7f91812""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein:  
 fedcontractor: 0"
86,"Title: Pharmacy Technician II 
 COMPANY: AnMed Health 
 Location ZipCode: 29623 
 Job Description: Provides high level of assistance to the pharmacists by preparing, distributing, packaging, profiling and pricing pharmaceutical products to ensure the highest quality of pharmaceutical care to patients of ALL ages at AnMed Health. Authorized access to all medication storage areas within AnMed Health. Authorized by Board of Pharmacy to perform additional duties as prescribed for Certified Pharmacy Technicians. Trained and staffs in multiple specialty Pharmacy work areas.



Qualifications: High School Diploma or GED equivalence. SC Board of Pharmacy Certified Technician required. One year experience in hospital or retail pharmacy OR graduate of ASHP accredited Pharmacy Technician Training Program-required.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""da4d966d256b43c3a7cd5fc53630bbe21812""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein:  
 fedcontractor: 0"
87,"Title: Government Payor & Payment Enrollment Supervisor 
 COMPANY: Avera 
 Location ZipCode: 57117 
 Job Description: <H2>Job Details</H2><br />
JOB SUMMARY: The Government Payor Enrollment Supervisor is responsible for initial clinic enrollment, new physician enrollment and existing physician recredentialing within Avera Medical Group. The Supervisor is responsible for managing on-hold claims. The Supervisor also coordinates enrollment of physicians with electronic fund transfer processes.
EDUCATION and/or EXPERIENCE:
- Associate's degree from a two-year college or technical school; two years of advanced medical experience and/or training; or an equivalent combination of education and experience required.
Requisition Number: 1804562
Facility: Avera Health, Sioux Falls, SD
Department: CRP CBO AMG Prac Mgt
Schedule: Full Time
Shift: Day Shift
Hours: Monday-Friday, 8:00am-5:00pm; 80hrs/2wks  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""e47623be4c7a4dc58b6c63c7b6c044ef1813""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 46-0224743 
 fedcontractor: 0"
88,"Title: Outreach Assistant/Student Series - TEMPORARY STAFF 
 COMPANY: Leukemia & Lymphoma Society 
 Location ZipCode: 73163 
 Job Description: Why LLS






Overview



Summary: The Outreach Assistant makes outbound phone calls and sends e-mail communication to targeted contacts for a specific campaign. This role is responsible for creating a qualified pipeline of decision making contacts, keeping leads warm and growing the interest and commitment to LLSâ mission and programs for campaign leadership.



Reports to: Executive Director or assigned staff

Supervises: NA



STATUS:PART TIME / TEMPORARY POSITION PAID THROUGH A STAFFING AGENCY



Additional Position Information


Would You Like to Get Paid to Help Cure Cancer?The Leukemia & Lymphoma Society (LLS) is looking for energetic and excited team members who would like to join our non-profit team as an Outreach Assistant while still being able to maintain a school and/or family-friendly schedule. You would be responsible for contacting and recruiting schools within the region to register them for our Student Series school fundraising program. Successful Outreach Assistants may have sales experience, are excellent communicators and listen well to help coordinators build programs that fit their schools and encourage volunteers to join us in the fight against blood cancers. These are part time positions (multiple vacancies), which start in late August and run through early Spring. Four hour shifts are available in both the morning and afternoon. Start dates and shift times may vary by office. Unpaid days off correlate with school breaks.


Responsibilities



- Proficiently make outbound phone and acknowledgement calls to prospective and existing contacts and/or leads in order to create interest in and commitment to participation in campaign.

- Maintain established outbound call volume to source, establish relationships and generate qualified new lead generation for the campaign leadership.

- Provide accurate follow up through proactive phone and/or e-mail communications keeping interested leads warm and engaged.

- Assist in the development of program materials, including assembly and distribution.

- Maintain assigned program records and files.

- Prepare assigned campaign correspondence and reports.

- Maintain a working knowledge of the LLS mission and programs to promote the field and campaign fundraising initiatives.

- Perform other related duties as assigned.



Qualifications



Education & Experience Requirements:


- High School degree

- 1+ yearâs telemarketer or customer service experience

- Commitment to achieving phone calls/per day schedule and email follow up




Position Requirements:


- Ability to professionally represent LLS and its mission

- Capacity to confidently speak with educators regarding key messages and values of the campaign

- Excellent communication skills and phone etiquette

- Outstanding interpersonal skills and team player

- Ability to collect and organize data effectively

- Strong organizational skills

- Knowledge of MS Office Suite and databases





Physical Demands & Work Environment:


- Physical demands are minimal and typical of similar jobs in comparable organizations

- Work environment is representative and typical of similar jobs in comparable organizations

- Early morning shifts



Disclaimer


The statements herein are intended to describe the general nature and level of work being performed by employees, and are not to be construed as an exhaustive list of responsibilities, duties, and skills required of employees. Furthermore, they do not establish a contract for employment and are subject to change at the discretion of the Company. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The Leukemia & Lymphoma Society (LLS) does not accept resumes from third party recruitment/search firms. Please do not forward resumes to LLS employees or any company locations or email addresses. LLS is not responsible for any fees related to resumes not solicited by LLS Recruiting. The Leukemia & Lymphoma Society (LLS) is an Equal Opportunity Employer.








Sorry the Share function is not working properly at this moment. Please refresh the page and try again later.















Job ID2018-3652

<H1>of Openings1</H1><br />

CategoryAdministrative/Clerical

FLSA StatusNon-Exempt

TypeTemporary Employee  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""448a7cf4b1f04fc9bdb128b69d316f931808""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 135644916 
 fedcontractor: 0"
89,"Title: Transmission Planning and Customer EngagementEngineer Assc - Principal 
 COMPANY: American Electric Power 
 Location ZipCode: 74152 
 Job Description: 18957BR

Title:

Transmission Planning and Customer EngagementEngineer Assc - Principal

Job Description:

Engineer will perform Transmission System Studies in the ERCOT/SPP footprint, including but not limited to: (1) Planning for new/modified Generator, Transmission and End User Connections to the AEP Transmission Grid, (2) Maintaining the accurate topology of the Transmission Grid with past, current and planned construction projects.

Engineer will conduct computer simulated studies to determine the impact on the Transmission Grid, and to identify any system upgrades required to serve the reliably. Collaboration with the Transmission Planning group is required.

Engineer must become knowledgeable in many Engineering disciplines and will frequently work with Project Management, Substation Engineering, Transmission Line Engineering, System Protection Engineering, Transmission ROW, Land Management, Transmission Operations and various other internal and external stakeholders.

Engineer will engage with the customer alongside the Operating Company Customer Service organization and the Transmission Interconnection Team.

Engineer will take the lead for project scoping per the Project Lifecycle Management Process (PLMP), providing written and verbal communications. Those communications will take the form of reports and presentations that will be given to AEP Management, Project Teams as identified in PLMP, and external stakeholders/customers. Strong communication and organizational skills are required for the position.

Auto req ID:

18957BR

Relocation:

No

Location:

Tulsa, OK

Job Type:

Full-Time

Job Category:

Engineering

Minimum Requirements:

Bachelor of Science in Electrical Engineering (BSEE) from a program accredited by the Accreditation Board for Engineering and Technology (ABET). *Acceptable alternatives are (1) a Bachelor's degree in engineering (non-ABET), plus a Professional Engineers (PE) license in any state of the U.S. or (2) a Bachelor's degree in engineering (non-ABET) plus a Master's degree in engineering from a university with an ABET accredited Bachelor's program.

Passing the Fundamentals of Engineering examination in preparation for future licensing as a Professional Engineer is encouraged and preferred.

Note: Transmission Planning is preferred; however planning experience will be required for the Engineer Principal Level. In addition, customer experience is a plus.

Equal Opportunity Employer | Minorities/Females/Disability/Vets  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""8039978698b9461d8c04802bea66bafe1808""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 13-4922640 
 fedcontractor: 1"
90,"Title: REGISTERED OCCUPATIONAL THERAPIST 
 COMPANY: Life Care Centers of America 
 Location ZipCode: 97440 
 Job Description: REGISTERED OCCUPATIONAL THERAPISTEugene, ORAPPLY NOW




REGISTERED OCCUPATIONAL THERAPISTValley West Health Care Center

Position type:Full-timeShift:All Shifts

Position SummaryThe REGISTERED OCCUPATIONAL THERAPIST provides direct rehab care in occupational therapy to patients upon physician referral in accordance with all applicable laws, regulations, and Life Care standards.

Education, Experience, and Licensure Requirements


- Must be NBCOT-certified upon hire, but renewal is optional going forward

- Must be a graduate of an accredited program in occupational therapy (BSOT or MSOT)

- Must be currently registered/licensed in applicable State. Must maintain an active license in good standing throughout employment.

- One (1) year experience in post-acute care or related setting preferred

- Must have CPR certification upon hire or obtain during orientation. CPR certification must remain current during employment.


Specific Job Requirements


- Participates in community health matters/projects as appropriate

- Must be proficient in Microsoft Word, Excel, and e-mail

- Liaisons with patients, families, support departments, etc., to adequately plan for patient needs

- Must demonstrate good body mechanics at all times

- Must possess the ability to make independent decisions when circumstances warrant such action

- Must be knowledgeable of practices and procedures as well as the laws, regulations, and guidelines governing functions in the post-acute care facility

- Must have the ability to implement and interpret the programs, goals, objectives, policies, and procedures of the department

- Must perform proficiently in all competency areas including but not limited to: patient care,, documentation and therapy software responsibilities, patient rights, and safety and sanitation

- Maintains professional working relationships with all associates, vendors, etc.

- Maintains confidentiality of all proprietary and/or confidential information

- Must understand and follow company policies including harassment and compliance procedures

- Displays integrity and professionalism by adhering to Life Care'sCode of Conductand completes mandatoryCode of Conductand other appropriate compliance training


Essential Functions


- Must be able to follow occupational treatment plans for patients (i.e., activities of daily living)

- Must be able to establish, assess, and modify realistic, measurable, timely, and functional goals

- Must be able to oversee and evaluate care given by OTAs, Rehab Aides, and students

- Must be able to chart appropriately and timely

- Must be able to utilize therapy software appropriately and accurately

- Must exhibit excellent customer service and a positive attitude towards patients

- Must be able to assist in the evacuation of patients

- Must demonstrate dependable, regular attendance

- Must be able to concentrate and use reasoning skills and good judgment

- Must be able to communicate and function productively on an interdisciplinary team

- Must be able to sit, stand, bend, lift, push, pull, stoop, walk, reach, and move intermittently during working hours

- Must be able to read, write, speak, and understand the English language


Benefits for Full-Time Associates


- medical, dental, vision, life and short-term disability coverage

- 401(k)

- paid vacation, sick days and holidays




An Equal Opportunity Employer

LCAD 115073

Eugene, OR

APPLY NOW  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""7162571771a84d33806a34a1bc0469681809""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 62-0963862 
 fedcontractor: 1"
91,"Title: Student Worker - Cafeteria 
 COMPANY: Management & Training Corporation 
 Location ZipCode: 97103 
 Job Description: Student Worker - Cafeteria

Food Services

Astoria,
OregonReqID: 21911



We Are Hiring Student Workers in the Dining Hall!Federal law requires that you provide original documentation within three days of hire that proves your identity and your authorization to work in the United States.If you do not have acceptable original documents on Center, we cannot hire you.Please stop by Human Resources in the Admin Building if you have questions about required documents.

Description

Wages: $10.35/hrDuties:Assist the dining hall staff with clean-up, sanitation, and food preparation in compliance with government and management directives. Perform clean-up and sanitation in the dish room and in the food preparation and storage areas. Ensure appropriate health standards are maintained at all times. Assist with preparation and storage of food as directed. Support, promote, and enforce the Job Corpsâ Zero Tolerance Policy. Promote the development of Career Success Standards by modeling appropriate behaviors.Requirements:Aptitude for cafeteria-type duties, dress to comply with sanitation and safety regulations, 90 days on center, and silver privilege level. Reliability and punctuality and the ability to follow directions.

Management & Training Corporation is an Equal Opportunity Employer: Minority/Female/Disability/Veteran  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""1043af9b9b174132bea58fcc00308ae41809""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 87-0365322 
 fedcontractor: 1"
92,"Title: Operations Manager 
 COMPANY: Eaton Corporation 
 Location ZipCode: 97062 
 Job Description: Eatonâs eMobility Division is currently seeking an Operations Manager to join our team.

This position is located in Tualatin, OR



The primary function of the Operations Manager is to direct the daily operations and support services of the site located in Tualatin, Oregon. The incumbent will have the overall responsibility for leading plant teams in achieving safety, product quality, on time delivery, cost and inventory goals. Also, will provide leadership to all functional groups to meet customer requirements while ensuring site´s financial plans and strategic goals are met. Leverages resources and motivates personnel to create high performance and team based culture.

Making what matters work at Eaton takes the passion of every employee around the world. We create an environment where creativity, invention and discovery become reality, each and every day. Itâs where bold, bright professionals like you can reach your full potentialâand where you can help us reach ours.




- You will develop the operation systems, operating schedules, and workloads to ensure the most effective and timely use of production equipment and personnel. Plan and manage training, instruction, and guidance of assigned workforce.

- You will promote continuous improvement throughout the organizations to improve Safety, Quality, Delivery, Inventory, Productivity and total cost and implementation of Lean Manufacturing, Six Sigma and EBEA initiatives

- You will develop and maintain constructive working relationships with employees to effectively guide cultural change that embodies the Eaton Philosophy. Communicate and demonstrate Eaton best practices, ethics, values and philosophy throughout the organization.

- You will develop, motivate and coach team members. Acts a champion for development planning, succession planning and goal setting for direct reports. Challenges direct reports to âRaise the Barâ.

- You will oversee and ensure a safe work environment for all employees through effective management of plant supervisory personnel, implementation and maintenance of a safety awareness program and compliance with OSHA and similar regulatory organizationâs requirements

- You will manage the performance of team members on an on-going basis. Reviews capabilities, resources, organization structure and executes human resource planning activities to build a performance culture to achieve overall business goals and individual employee development

- You will support the Quality Policy and provide quality assurance support to ensure the ongoing success of the TS16949 quality system registration.

- You will utilize the S&OP planning process to maintain and continuously improve the best practices of inventory management, production and supply capacity planning and purchasing and

- achieve expectations established as part of the annual budget and annual performance goals. Take corrective actions when required to ensure expectations are achieved






When we embrace the different ideas, perspectives and backgrounds that make each of us unique, we as individuals and as a company are stronger.

We are committed to ensuring equal employment opportunities for all job applicants and employees. Employment decisions are based upon job-related reasons regardless of an applicant's race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability, marital status, genetic information, protected veteran status, or any other status protected by law.








Qualifications

Required (Basic) Qualifications


- Bachelorâs degree in Business Administration, Engineering or an associated technical field from an accredited institution

- Minimum 3 years of Manufacturing or Operations experience

- Minimum 1 year of prior supervisor experience

- Relocation is not approved, must reside within a 50 miles radius from Tualatin, OR

- Legally authorized to work in the United States without company sponsorship




Preferred Qualifications


- Masterâs degree in Business Administration, Engineering or an associated technical field from an accredited institution

- Previous experience in manufacturing management or operational excellence

- APICS Certification

- Six Sigma Certification

- Management experience including supervising professional staff

- Previous experience in a progressive manufacturing/operations management/leadership role




Position Success Criteria:


- Strong analytical thinking skills; intellectual rigor and curiosity; problem-solving capability

- Data-driven, disciplined, objective, and detail-oriented

- Acts as a business partner; sees the big picture and works through ambiguity and change

- Ability to be energetic, a critical thinker, skilled in driving process improvement

- Ability to drive to positive results in a complex environment

- Strong ability to develop and motivate people

- Effective use of communication and tact with stakeholders

- Advanced computer knowledge with MS Office Applications


We make what matters work. Everywhere you lookâfrom the technology and machinery that surrounds us, to the critical services and infrastructure that we depend on every dayâyouâll find one thing in common. It all relies on power. Thatâs why Eaton is dedicated to improving peopleâs lives and the environment with power management technologies that are more reliable, efficient, safe and sustainable. Because this is what matters.
We are confident we can deliver on this promise because of the attributes that our employees embody. Weâre ethical, passionate, accountable, efficient, transparent and weâre committed to learning. These values enable us to tackle some of the toughest challenges on the planet, never losing sight of what matters.

Job: Manufacturing & Operations


Region: North America â US/Puerto Rico

Organization: VEH EMB eMobility


Job Level: Manager

Schedule: Full-time

Is remote work (i.e. working from home or another Eaton facility) allowed for this position?: No

Does this position offer relocation?: No

Travel: Yes, 10 % of the Time



Eaton is an Equal Opportunity and Affirmative Action Employer. Eaton is committed to ensuring equal employment opportunities for all job applicants and employees. Employment decisions are based upon job-related reasons regardless of an applicant's race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability, marital status, genetic information, protected veteran status, or any other status protected by law.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""eee7dab4706b481fa4b8f68a6a0288bc1809""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 34-0196300 
 fedcontractor: 1"
